State,Keyword,Match type,Status,Suggested bid (low)(USD),Suggested bid (median)(USD),Suggested bid (high)(USD),Keyword bid(USD),Impressions,Clicks,CTR(%),Spend(USD),CPC(USD),Orders,Sales(USD),ACoS(%)
ENABLED,lunch bags men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,2695,29,1.0760667903525045,17.28,0.60,1,34.98,49.39965694682677
ENABLED,lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.46,0.63,0.55,2538,11,0.43341213553979513,4.61,0.42,0,0.00,
ENABLED,meal prep bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.66,0.80,1.00,0.80,1896,9,0.4746835443037975,4.28,0.48,0,0.00,
ENABLED,lunch totes,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.46,0.68,0.75,1077,4,0.3714020427112349,2.48,0.62,0,0.00,
ENABLED,cooler bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.80,0.75,997,4,0.4012036108324975,2.49,0.62,0,0.00,
ENABLED,lunch boxes adults,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,835,6,0.718562874251497,3.34,0.56,0,0.00,
ENABLED,lunch box man,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,743,7,0.9421265141318977,4.45,0.64,0,0.00,
ENABLED,lunch boxs,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,742,9,1.2129380053908356,5.49,0.61,0,0.00,
ENABLED,woman lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.59,0.75,0.75,710,4,0.5633802816901409,2.60,0.65,0,0.00,
ENABLED,large lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.54,0.69,0.75,657,5,0.76103500761035,2.40,0.48,0,0.00,
ENABLED,cooler for lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,1.00,1.00,1.00,639,6,0.9389671361502347,3.57,0.60,0,0.00,
ENABLED,lunch box for men,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.52,0.72,0.75,588,3,0.5102040816326531,1.34,0.45,0,0.00,
ENABLED,lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.50,0.59,0.50,553,2,0.3616636528028933,0.79,0.40,0,0.00,
ENABLED,packit freezable lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.54,0.57,0.75,546,1,0.18315018315018314,0.33,0.33,0,0.00,
ENABLED,lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.59,0.75,0.75,534,2,0.37453183520599254,1.41,0.71,0,0.00,
ENABLED,planet box lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.62,0.62,0.75,519,1,0.1926782273603083,0.56,0.56,0,0.00,
ENABLED,lunch cooler,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.50,0.65,0.55,375,7,1.866666666666667,3.32,0.47,1,34.98,9.491137793024587
ENABLED,yeti lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.40,0.50,0.75,364,2,0.5494505494505495,0.78,0.39,0,0.00,
ENABLED,igloo lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.31,0.45,0.55,0.75,286,1,0.34965034965034963,0.51,0.51,0,0.00,
ENABLED,lunchboxes,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.58,0.95,0.55,281,1,0.3558718861209964,0.10,0.10,0,0.00,
ENABLED,lunchbox adult,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.47,0.68,0.75,278,3,1.079136690647482,1.56,0.52,0,0.00,
ENABLED,thermal lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.47,0.66,0.75,263,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.68,1.04,0.75,259,3,1.1583011583011582,1.98,0.66,0,0.00,
ENABLED,adult lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.69,0.84,0.75,258,0,0.0,0.00,0.00,0,0.00,
ENABLED,food bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,1.10,0.75,249,2,0.8032128514056224,0.79,0.40,0,0.00,
ENABLED,cooler box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.56,0.73,0.75,235,3,1.276595744680851,1.69,0.56,0,0.00,
ENABLED,work cooler for men,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.60,0.75,0.75,228,7,3.070175438596491,2.85,0.41,0,0.00,
ENABLED,large lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.83,0.75,218,1,0.45871559633027525,0.64,0.64,0,0.00,
ENABLED,adult bento box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.46,0.65,0.75,217,3,1.3824884792626728,1.78,0.59,0,0.00,
ENABLED,boy lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.45,0.59,0.75,212,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch pack,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.54,0.91,0.75,209,0,0.0,0.00,0.00,0,0.00,
ENABLED,man lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.90,0.94,0.90,201,2,0.9950248756218906,1.51,0.76,0,0.00,
ENABLED,freezable lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.52,0.68,0.75,194,0,0.0,0.00,0.00,0,0.00,
ENABLED,loncheras para comida adultos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.65,0.40,174,4,2.2988505747126435,1.15,0.29,0,0.00,
ENABLED,food warmer lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,0.70,0.75,165,0,0.0,0.00,0.00,0,0.00,
ENABLED,pack it lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.60,0.75,152,1,0.6578947368421052,0.60,0.60,0,0.00,
ENABLED,small lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.53,0.68,0.75,142,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchboxes for adults,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,140,1,0.7142857142857143,0.65,0.65,0,0.00,
ENABLED,packit lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.46,0.58,0.75,135,0,0.0,0.00,0.00,0,0.00,
ENABLED,camo lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.45,0.59,0.75,120,1,0.8333333333333334,0.56,0.56,0,0.00,
ENABLED,lunch box boy,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,1.00,0.75,114,0,0.0,0.00,0.00,0,0.00,
ENABLED,stanley lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.23,0.38,0.50,0.75,114,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler bags insulated,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.93,1.84,0.75,112,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.65,0.94,0.75,107,0,0.0,0.00,0.00,0,0.00,
ENABLED,nike lunchbox,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.42,0.56,0.75,103,0,0.0,0.00,0.00,0,0.00,
ENABLED,bentgo lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.56,1.02,0.75,100,0,0.0,0.00,0.00,0,0.00,
ENABLED,nike lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.42,0.55,0.75,96,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag tote,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.46,0.68,0.75,93,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermo lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,91,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermos bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.62,0.77,0.75,86,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch pale,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.40,0.48,0.75,83,0,0.0,0.00,0.00,0,0.00,
ENABLED,packit freezable,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.50,0.57,0.75,79,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bags boys,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,79,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermal bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.64,1.05,0.75,77,0,0.0,0.00,0.00,0,0.00,
ENABLED,black lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.50,0.67,0.75,74,0,0.0,0.00,0.00,0,0.00,
ENABLED,boys lunchboxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.50,0.68,0.75,73,1,1.36986301369863,0.56,0.56,0,0.00,
ENABLED,lunch boxes girls,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,73,0,0.0,0.00,0.00,0,0.00,
ENABLED,vera bradley lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.26,0.50,0.75,0.75,72,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.66,0.75,67,0,0.0,0.00,0.00,0,0.00,
ENABLED,columbia lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.40,0.54,0.75,67,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.70,0.75,1.25,0.75,66,0,0.0,0.00,0.00,0,0.00,
ENABLED,pioneer women lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,65,0,0.0,0.00,0.00,0,0.00,
ENABLED,wildkin lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,65,0,0.0,0.00,0.00,0,0.00,
ENABLED,mens lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.51,0.65,0.55,64,1,1.5625,0.46,0.46,0,0.00,
ENABLED,lunch bag with container,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,63,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag for adults,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.69,0.90,0.90,63,0,0.0,0.00,0.00,0,0.00,
ENABLED,adult lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.94,0.75,62,1,1.6129032258064515,0.59,0.59,0,0.00,
ENABLED,lunch pail for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.56,0.75,0.75,61,1,1.639344262295082,0.75,0.75,0,0.00,
ENABLED,insulated box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.65,0.75,0.75,58,0,0.0,0.00,0.00,0,0.00,
ENABLED,mier lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.37,0.45,0.59,0.75,58,0,0.0,0.00,0.00,0,0.00,
ENABLED,reusable lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.55,0.75,0.75,57,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento box and bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.50,0.57,0.75,57,0,0.0,0.00,0.00,0,0.00,
ENABLED,freezable lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.51,0.70,0.75,56,0,0.0,0.00,0.00,0,0.00,
ENABLED,double decker lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.66,0.75,0.75,56,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated coolers,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.46,0.55,0.55,55,1,1.8181818181818181,0.37,0.37,0,0.00,
ENABLED,lunch boxes thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.75,0.75,0.75,54,0,0.0,0.00,0.00,0,0.00,
ENABLED,kiss lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.55,0.75,0.75,53,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermal lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,53,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch bags,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.52,0.65,0.55,51,0,0.0,0.00,0.00,0,0.00,
ENABLED,6 can cooler,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.50,0.75,0.75,49,0,0.0,0.00,0.00,0,0.00,
ENABLED,travel lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.75,0.75,0.75,49,1,2.0408163265306123,0.51,0.51,0,0.00,
ENABLED,insulated food bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.58,1.02,2.00,0.75,49,1,2.0408163265306123,0.60,0.60,0,0.00,
ENABLED,thermal tote,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.55,0.75,0.75,48,0,0.0,0.00,0.00,0,0.00,
ENABLED,lonchera para mujer,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,47,1,2.127659574468085,0.59,0.59,0,0.00,
ENABLED,lunch bag with thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,45,0,0.0,0.00,0.00,0,0.00,
ENABLED,heavy duty lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.44,0.60,0.75,44,1,2.272727272727273,0.48,0.48,0,0.00,
ENABLED,modern lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.87,0.75,43,0,0.0,0.00,0.00,0,0.00,
ENABLED,dual compartment lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.51,0.68,0.75,42,0,0.0,0.00,0.00,0,0.00,
ENABLED,work cooler,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.41,0.56,0.75,42,1,2.380952380952381,0.52,0.52,0,0.00,
ENABLED,lunch bags thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,42,0,0.0,0.00,0.00,0,0.00,
ENABLED,mier adult lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.45,0.56,0.75,41,0,0.0,0.00,0.00,0,0.00,
ENABLED,large cooler bags insulated,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.68,0.75,0.75,39,0,0.0,0.00,0.00,0,0.00,
ENABLED,red lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.31,0.46,0.65,0.75,38,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch pails for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.56,0.75,0.75,37,1,2.7027027027027026,0.57,0.57,0,0.00,
ENABLED,insulated lunch bag small,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.58,0.75,0.75,37,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,0.75,0.75,36,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunchbox,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.34,0.51,0.75,34,1,2.941176470588235,0.18,0.18,0,0.00,
ENABLED,packit lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.56,0.69,0.75,34,0,0.0,0.00,0.00,0,0.00,
ENABLED,expandable lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.68,0.75,0.75,34,0,0.0,0.00,0.00,0,0.00,
ENABLED,plug in lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.65,0.75,33,0,0.0,0.00,0.00,0,0.00,
ENABLED,large lunch tote,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.69,0.75,33,0,0.0,0.00,0.00,0,0.00,
ENABLED,minions lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.59,0.75,0.75,32,0,0.0,0.00,0.00,0,0.00,
ENABLED,small cooler bags insulated,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.72,1.23,0.75,32,0,0.0,0.00,0.00,0,0.00,
ENABLED,monbento lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.50,0.75,0.75,31,0,0.0,0.00,0.00,0,0.00,
ENABLED,adults lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,31,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch containers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.69,0.75,0.75,30,0,0.0,0.00,0.00,0,0.00,
ENABLED,work lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.27,0.44,0.64,0.75,28,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag with pockets,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.55,0.70,0.75,28,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,27,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.52,0.68,0.75,27,0,0.0,0.00,0.00,0,0.00,
ENABLED,toddler boy lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.58,0.68,0.75,26,0,0.0,0.00,0.00,0,0.00,
ENABLED,heat lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.65,0.75,0.75,26,0,0.0,0.00,0.00,0,0.00,
ENABLED,packit classic lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.57,0.66,0.75,26,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbox adult men,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.44,0.57,0.75,25,0,0.0,0.00,0.00,0,0.00,
ENABLED,sachi insulated lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.82,0.75,24,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.37,0.51,0.65,0.75,24,0,0.0,0.00,0.00,0,0.00,
ENABLED,totoro lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.75,0.75,22,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler bag small,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,22,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.46,0.69,0.50,22,0,0.0,0.00,0.00,0,0.00,
ENABLED,mier insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.62,0.75,0.75,21,0,0.0,0.00,0.00,0,0.00,
ENABLED,coco lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.69,0.75,21,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated tote bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.63,1.24,0.75,20,0,0.0,0.00,0.00,0,0.00,
ENABLED,fluf lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.57,0.75,0.75,20,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes with straps,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,20,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag men large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,19,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bento box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.27,0.39,0.50,0.75,19,0,0.0,0.00,0.00,0,0.00,
ENABLED,leakproof lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.59,0.75,0.75,19,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box insulated,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.50,0.67,0.50,19,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box with compartments,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.57,0.73,0.75,19,0,0.0,0.00,0.00,0,0.00,
ENABLED,large insulated lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,17,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.58,0.76,0.98,0.75,17,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.84,0.75,17,0,0.0,0.00,0.00,0,0.00,
ENABLED,stanley lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.58,0.75,0.75,17,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag with strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.65,0.80,0.75,16,0,0.0,0.00,0.00,0,0.00,
ENABLED,bentgo lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.57,0.98,0.75,16,0,0.0,0.00,0.00,0,0.00,
ENABLED,designer lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,1.00,0.75,16,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbox for men,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.41,0.56,0.75,16,0,0.0,0.00,0.00,0,0.00,
ENABLED,military lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.50,0.75,0.75,16,0,0.0,0.00,0.00,0,0.00,
ENABLED,big lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.48,0.63,0.60,15,0,0.0,0.00,0.00,0,0.00,
ENABLED,sistema lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.53,0.75,0.75,15,0,0.0,0.00,0.00,0,0.00,
ENABLED,freezer lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.63,0.75,0.75,15,0,0.0,0.00,0.00,0,0.00,
ENABLED,hot cold lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.81,0.75,15,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes with thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag for kid,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch kits for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag shoulder strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.59,0.75,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbox coolers,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.57,0.59,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,frozen lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,14,0,0.0,0.00,0.00,0,0.00,
ENABLED,carhartt lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.27,0.38,0.48,0.75,13,1,7.6923076923076925,0.52,0.52,0,0.00,
ENABLED,cinderella lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,13,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch cooler bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,fender lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.38,0.44,0.51,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,best adult lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.75,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,red lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.40,0.59,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch container adult,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,1.21,1.21,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,compact lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.78,0.75,12,0,0.0,0.00,0.00,0,0.00,
ENABLED,crossbody lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.65,0.75,0.75,11,0,0.0,0.00,0.00,0,0.00,
ENABLED,gym food bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,1.10,1.20,0.75,11,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento kit,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.51,0.81,0.75,11,0,0.0,0.00,0.00,0,0.00,
ENABLED,large insulated lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.37,0.48,0.64,0.75,11,1,9.090909090909092,0.61,0.61,0,0.00,
ENABLED,ghostbusters lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.63,0.75,0.75,11,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler tote,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.70,1.24,1.82,0.50,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag stripe,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.81,0.75,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bottle bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.40,0.56,0.75,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,kitty lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.50,0.75,0.75,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box purse,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.59,0.78,0.75,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag bottle holder,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.55,0.68,0.75,10,0,0.0,0.00,0.00,0,0.00,
ENABLED,classic lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.59,0.75,0.75,10,0,0.0,0.00,0.00,0,0.00,
